workerid,strong_adjective,not_paid_attention,condition_prosody,responsequestion,exchange,question,pre_check_response,condition_knowledge,weak_adjective,valence,context,time,num_plays,response,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.hit_information,Answer.time_in_minutes
74,heavy,FALSE,control,Does Julie mean that her suitcase was light?,Mike: What was your suitcase like?,Did Julie travel to Australia?,yes,know,light,con,"Julie was on vacation in Australia. Because it was rainy season, she had to take lots of clothes with her and had to lug around a suitcase because she didn&quotechart have a backpack big enough. After the trip, she meets up with her friend Mike and tell him about her trip back.",88568,0,0,11,English,1,Male,22,Thank you!,Yes,2,Windows,1036,1842,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3H0W84IWBK2KS8ET7MW723ETYRTERY,74,Submitted,Tue Dec 12 04:06:14 PST 2017,Mon Dec 11 11:14:06 PST 2017,Mon Dec 11 11:26:14 PST 2017,,,,,,undefined,undefined,11.14158333
75,heavy,FALSE,control,Does Julie mean that his suitcase was light?,Stan: What was his suitcase like?,Did Julie travel to Australia?,no,ignorant,light,con," Mike was on vacation in Australia. He bought some Australian souvenirs for his friends. After the vacation, he meets his friend Julie for dinner and tells her about his trip and the souvenirs he bought, though didn&quotechart mention what the souvenirs were. On the next day, Julie tells her boyfriend Stan about her dinner with Mike.",29730,1,0,7,English,1,Female,41,,Yes,2,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3K5TEWLKGVBO1KXWCPR8OF1OBQCVIG,75,Submitted,Tue Dec 12 04:06:45 PST 2017,Mon Dec 11 10:59:17 PST 2017,Mon Dec 11 11:26:45 PST 2017,,,,,,undefined,undefined,17.2846
76,heavy,FALSE,control,Does Julie mean that her suitcase was light?,Mike: What was your suitcase like?,Did Julie travel to Australia?,yes,know,light,con,"Julie was on vacation in Australia. Because it was rainy season, she had to take lots of clothes with her and had to lug around a suitcase because she didn&quotechart have a backpack big enough. After the trip, she meets up with her friend Mike and tell him about her trip back.",25987,1,0.88,5,English,2,Male,62,No comments,Yes,3,Windows,768,1366,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,30ZX6P7VF8VBZ4J06XSXYBJDR78J28,76,Submitted,Tue Dec 12 04:07:24 PST 2017,Mon Dec 11 10:59:11 PST 2017,Mon Dec 11 11:27:24 PST 2017,,,,,,undefined,undefined,17.90391667
77,heavy,FALSE,control,Does Julie mean that her suitcase was light?,Mike: What was your suitcase like?,Did Julie travel to Australia?,yes,know,light,con,"Julie was on vacation in Australia. Because it was rainy season, she had to take lots of clothes with her and had to lug around a suitcase because she didn&quotechart have a backpack big enough. After the trip, she meets up with her friend Mike and tell him about her trip back.",49480,1,0.09,12,English,2,Female,35,Her voice was kind of mechanic / machine like and in some cases I wasn&quotechart sure if I detected the intensity of what she was saying. For some of the questions I feel that detecting intensity was needed.,Yes,3,Windows,864,1536,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3I02618YA06G5RV0KU7N1Q0HJXYPUX,77,Submitted,Tue Dec 12 04:08:34 PST 2017,Mon Dec 11 10:59:13 PST 2017,Mon Dec 11 11:28:34 PST 2017,,,,,,undefined,undefined,29.2619
78,heavy,FALSE,control,Does Julie mean that her suitcase was light?,Mike: What was your suitcase like?,Did Julie travel to Australia?,yes,know,light,con,"Julie was on vacation in Australia. Because it was rainy season, she had to take lots of clothes with her and had to lug around a suitcase because she didn&quotechart have a backpack big enough. After the trip, she meets up with her friend Mike and tell him about her trip back.",26238,1,0,6,English,1,Male,34,Thanks for letting me participate. ,Yes,3,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,32AT8R96GL9DIJBSCBBHWV5S6H5SUG,78,Submitted,Tue Dec 12 04:08:41 PST 2017,Mon Dec 11 10:59:10 PST 2017,Mon Dec 11 11:28:41 PST 2017,,,,,,undefined,undefined,29.45968333
79,heavy,FALSE,control,Does Julie mean that her suitcase was light?,Mike: What was your suitcase like?,Did Julie travel to Australia?,yes,know,light,con,"Julie was on vacation in Australia. Because it was rainy season, she had to take lots of clothes with her and had to lug around a suitcase because she didn&quotechart have a backpack big enough. After the trip, she meets up with her friend Mike and tell him about her trip back.",15912,1,0.02,6,english,1,Female,32,,Yes,3,Windows,990,1760,Firefox,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,39LNWE0K4UWOO58W7ZH3STZ5XJ3IUE,79,Submitted,Tue Dec 12 04:08:48 PST 2017,Mon Dec 11 10:59:04 PST 2017,Mon Dec 11 11:28:48 PST 2017,,,,,,undefined,undefined,9.143883333
80,heavy,FALSE,control,Does Julie mean that her suitcase was light?,Mike: What was your suitcase like?,Did Julie travel to Australia?,yes,know,light,con,"Julie was on vacation in Australia. Because it was rainy season, she had to take lots of clothes with her and had to lug around a suitcase because she didn&quotechart have a backpack big enough. After the trip, she meets up with her friend Mike and tell him about her trip back.",16610,1,0,15,English,1,Male,29,:),Yes,3,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3LO69W1SU3D79OF78XPZGUQ65FILGV,80,Submitted,Tue Dec 12 04:08:57 PST 2017,Mon Dec 11 10:59:14 PST 2017,Mon Dec 11 11:28:57 PST 2017,,,,,,undefined,undefined,20.53936667
81,heavy,FALSE,control,Does Julie mean that her suitcase was light?,Mike: What was your suitcase like?,Did Julie travel to Australia?,yes,know,light,con,"Julie was on vacation in Australia. Because it was rainy season, she had to take lots of clothes with her and had to lug around a suitcase because she didn&quotechart have a backpack big enough. After the trip, she meets up with her friend Mike and tell him about her trip back.",13343,1,0,15,English,2,Female,30,,Yes,2,Windows,768,1366,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3ATPCQ38J8AQZW935CMFEGHZGZ9YAO,81,Submitted,Tue Dec 12 04:09:05 PST 2017,Mon Dec 11 10:59:15 PST 2017,Mon Dec 11 11:29:05 PST 2017,,,,,,undefined,undefined,29.7363
82,heavy,FALSE,control,Does Julie mean that his suitcase was light?,Stan: What was his suitcase like?,Did Julie travel to Australia?,no,ignorant,light,con," Mike was on vacation in Australia. He bought some Australian souvenirs for his friends. After the vacation, he meets his friend Julie for dinner and tells her about his trip and the souvenirs he bought, though didn&quotechart mention what the souvenirs were. On the next day, Julie tells her boyfriend Stan about her dinner with Mike.",20091,1,0,9,English,2,Male,36,Thank you very much!,Yes,3,Windows,1026,1824,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,31QTRG6Q2TDXM0F5UV4C4B6UFL9PYV,82,Submitted,Tue Dec 12 04:10:02 PST 2017,Mon Dec 11 10:59:13 PST 2017,Mon Dec 11 11:30:02 PST 2017,,,,,,undefined,undefined,15.2084
83,heavy,FALSE,control,Does Julie mean that her suitcase was light?,Mike: What was your suitcase like?,Did Julie travel to Australia?,yes,know,light,con,"Julie was on vacation in Australia. Because it was rainy season, she had to take lots of clothes with her and had to lug around a suitcase because she didn&quotechart have a backpack big enough. After the trip, she meets up with her friend Mike and tell him about her trip back.",26103,1,0.03,9,Engish,1,Female,56,,Yes,-1,Windows,768,1366,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3J88R45B2GY8MVPVPZIALXZLDFFPXP,83,Submitted,Tue Dec 12 04:10:14 PST 2017,Mon Dec 11 10:59:10 PST 2017,Mon Dec 11 11:30:14 PST 2017,,,,,,undefined,undefined,17.48985
84,heavy,FALSE,control,Does Julie mean that his suitcase was light?,Stan: What was his suitcase like?,Did Julie travel to Australia?,no,ignorant,light,con," Mike was on vacation in Australia. He bought some Australian souvenirs for his friends. After the vacation, he meets his friend Julie for dinner and tells her about his trip and the souvenirs he bought, though didn&quotechart mention what the souvenirs were. On the next day, Julie tells her boyfriend Stan about her dinner with Mike.",26823,1,0,22,English,1,Female,27,,Yes,3,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,39GHHAVOMFRL2IYNABBLRQGBBL4J44,84,Submitted,Tue Dec 12 04:11:40 PST 2017,Mon Dec 11 10:59:12 PST 2017,Mon Dec 11 11:31:40 PST 2017,,,,,,undefined,undefined,11.4211
85,heavy,FALSE,control,Does Julie mean that his suitcase was light?,Stan: What was his suitcase like?,Did Julie travel to Australia?,no,ignorant,light,con," Mike was on vacation in Australia. He bought some Australian souvenirs for his friends. After the vacation, he meets his friend Julie for dinner and tells her about his trip and the souvenirs he bought, though didn&quotechart mention what the souvenirs were. On the next day, Julie tells her boyfriend Stan about her dinner with Mike.",39476,1,0,5,English,2,Male,28,,Yes,2,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3KWTYT087039TRQNR168CXZHF64L5D,85,Submitted,Tue Dec 12 04:14:02 PST 2017,Mon Dec 11 10:58:59 PST 2017,Mon Dec 11 11:34:02 PST 2017,,,,,,undefined,undefined,34.90826667
86,heavy,FALSE,control,Does Julie mean that his suitcase was light?,Stan: What was his suitcase like?,Did Julie travel to Australia?,no,ignorant,light,con," Mike was on vacation in Australia. He bought some Australian souvenirs for his friends. After the vacation, he meets his friend Julie for dinner and tells her about his trip and the souvenirs he bought, though didn&quotechart mention what the souvenirs were. On the next day, Julie tells her boyfriend Stan about her dinner with Mike.",31663,1,0.4,11,English,1,Male,26,,Yes,2,Windows,768,1366,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3X0H8UUIT1OQAN0X7BQIEJQPRXGSWF,86,Submitted,Tue Dec 12 04:14:41 PST 2017,Mon Dec 11 10:59:12 PST 2017,Mon Dec 11 11:34:41 PST 2017,,,,,,undefined,undefined,32.3214
87,heavy,FALSE,control,Does Julie mean that his suitcase was light?,Stan: What was his suitcase like?,Did Julie travel to Australia?,no,ignorant,light,con," Mike was on vacation in Australia. He bought some Australian souvenirs for his friends. After the vacation, he meets his friend Julie for dinner and tells her about his trip and the souvenirs he bought, though didn&quotechart mention what the souvenirs were. On the next day, Julie tells her boyfriend Stan about her dinner with Mike.",26396,1,0,12,English,2,Male,30,,Yes,3,Windows,768,1366,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3KOPY89HM820KMFJAX62HLO5XL8J3J,87,Submitted,Tue Dec 12 04:15:11 PST 2017,Mon Dec 11 10:59:11 PST 2017,Mon Dec 11 11:35:11 PST 2017,,,,,,undefined,undefined,12.2578
88,heavy,FALSE,control,Does Julie mean that her suitcase was light?,Mike: What was your suitcase like?,Did Julie travel to Australia?,yes,know,light,con,"Julie was on vacation in Australia. Because it was rainy season, she had to take lots of clothes with her and had to lug around a suitcase because she didn&quotechart have a backpack big enough. After the trip, she meets up with her friend Mike and tell him about her trip back.",23201,1,0,9,English,2,Male,23,,Yes,3,Windows,768,1366,Firefox,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3MX2NQ3YC9U4TL7C5K9WNRU4MFF5XK,88,Submitted,Tue Dec 12 04:15:30 PST 2017,Mon Dec 11 11:00:29 PST 2017,Mon Dec 11 11:35:30 PST 2017,,,,,,undefined,undefined,20.60011667
89,heavy,TRUE,control,Does Julie mean that his suitcase was light?,Stan: What was his suitcase like?,Did Julie travel to Australia?,no,ignorant,light,con," Mike was on vacation in Australia. He bought some Australian souvenirs for his friends. After the vacation, he meets his friend Julie for dinner and tells her about his trip and the souvenirs he bought, though didn&quotechart mention what the souvenirs were. On the next day, Julie tells her boyfriend Stan about her dinner with Mike.",17950,1,0,18,English,2,Male,27,This was nice.,Yes,3,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34T446B1C0EHVGAGHI7XSJD34PG0CS,89,Submitted,Tue Dec 12 04:15:38 PST 2017,Mon Dec 11 10:59:05 PST 2017,Mon Dec 11 11:35:38 PST 2017,,,,,,undefined,undefined,13.26848333
90,heavy,FALSE,control,Does Julie mean that his suitcase was light?,Stan: What was his suitcase like?,Did Julie travel to Australia?,no,ignorant,light,con," Mike was on vacation in Australia. He bought some Australian souvenirs for his friends. After the vacation, he meets his friend Julie for dinner and tells her about his trip and the souvenirs he bought, though didn&quotechart mention what the souvenirs were. On the next day, Julie tells her boyfriend Stan about her dinner with Mike.",14028,1,0,8,English,2,Male,32,Fun thanks,Yes,3,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3TEM0PF1Q5XR08GUHE28CPVLPPS0DS,90,Submitted,Tue Dec 12 04:17:13 PST 2017,Mon Dec 11 10:59:07 PST 2017,Mon Dec 11 11:37:13 PST 2017,,,,,,undefined,undefined,10.89123333
91,heavy,FALSE,control,Does Julie mean that his suitcase was light?,Stan: What was his suitcase like?,Did Julie travel to Australia?,no,ignorant,light,con," Mike was on vacation in Australia. He bought some Australian souvenirs for his friends. After the vacation, he meets his friend Julie for dinner and tells her about his trip and the souvenirs he bought, though didn&quotechart mention what the souvenirs were. On the next day, Julie tells her boyfriend Stan about her dinner with Mike.",8577,2,0.58,16,ENGLISH,2,Female,29,GOOD SURVEY,Yes,3,Windows,768,1364,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3CTOC39K37QIL5G6C99SU20L2NUJ7O,91,Submitted,Tue Dec 12 04:17:30 PST 2017,Mon Dec 11 11:10:45 PST 2017,Mon Dec 11 11:37:30 PST 2017,,,,,,undefined,undefined,4.82185
92,heavy,FALSE,control,Does Julie mean that his suitcase was light?,Stan: What was his suitcase like?,Did Julie travel to Australia?,no,ignorant,light,con," Mike was on vacation in Australia. He bought some Australian souvenirs for his friends. After the vacation, he meets his friend Julie for dinner and tells her about his trip and the souvenirs he bought, though didn&quotechart mention what the souvenirs were. On the next day, Julie tells her boyfriend Stan about her dinner with Mike.",12281,1,0.54,12,English,2,Male,29,This was a fun HIT.  I enjoyed listening to the conversation part. ,Yes,3,Windows,1080,1920,Firefox,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3EWIJTFFVO7WSEUUD9DSI7D6P1T0EL,92,Submitted,Tue Dec 12 04:17:42 PST 2017,Mon Dec 11 10:59:10 PST 2017,Mon Dec 11 11:37:42 PST 2017,,,,,,undefined,undefined,7.42405
93,heavy,FALSE,control,Does Julie mean that her suitcase was light?,Mike: What was your suitcase like?,Did Julie travel to Australia?,yes,know,light,con,"Julie was on vacation in Australia. Because it was rainy season, she had to take lots of clothes with her and had to lug around a suitcase because she didn&quotechart have a backpack big enough. After the trip, she meets up with her friend Mike and tell him about her trip back.",15951,1,0,20,english,2,Male,29,,Yes,1,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NVC2EB65QZQFBAIWX75R83TAPHY3S,93,Submitted,Tue Dec 12 04:17:43 PST 2017,Mon Dec 11 11:26:49 PST 2017,Mon Dec 11 11:37:43 PST 2017,,,,,,undefined,undefined,9.351166667
94,heavy,FALSE,control,Does Julie mean that his suitcase was light?,Stan: What was his suitcase like?,Did Julie travel to Australia?,no,ignorant,light,con," Mike was on vacation in Australia. He bought some Australian souvenirs for his friends. After the vacation, he meets his friend Julie for dinner and tells her about his trip and the souvenirs he bought, though didn&quotechart mention what the souvenirs were. On the next day, Julie tells her boyfriend Stan about her dinner with Mike.",14286,1,0,10,english,1,Male,27,,Yes,3,Windows,900,1600,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3HFNH7HEMHEI0LVK02XVXGP0FL5GQF,94,Submitted,Tue Dec 12 04:17:57 PST 2017,Mon Dec 11 10:59:16 PST 2017,Mon Dec 11 11:37:57 PST 2017,,,,,,undefined,undefined,9.5549
95,heavy,FALSE,control,Does Julie mean that his suitcase was light?,Stan: What was his suitcase like?,Did Julie travel to Australia?,no,ignorant,light,con," Mike was on vacation in Australia. He bought some Australian souvenirs for his friends. After the vacation, he meets his friend Julie for dinner and tells her about his trip and the souvenirs he bought, though didn&quotechart mention what the souvenirs were. On the next day, Julie tells her boyfriend Stan about her dinner with Mike.",23032,1,0,15,English,1,Male,28,No comments.,Yes,3,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,37M28K1J0QD047E4JCLC4T2B3V3AJ9,95,Submitted,Tue Dec 12 04:18:48 PST 2017,Mon Dec 11 11:28:03 PST 2017,Mon Dec 11 11:38:48 PST 2017,,,,,,undefined,undefined,10.18156667
